"vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
1,58,10.8275862068966,9.69017938572479,8,9.4375,6.6717,0,40,40,1.29946894266064,1.02058828834913,1.27238288891034
